project_key	ทำเล	สถานี
commercial building rama 4 ตึกพาณิชย์ ถนนพระราม 4		MRT หัวลำโพง
the capital eakamai – thonglor เดอะ แคปิตอล เอกมัย–ทองหล่อ	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
บ้านเดี่ยว ลาดพร้าว 41 แยก 6-4	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
the marque sukhumvit 39 เดอะ มาร์ค สุขุมวิท 39	พร้อมพงษ์, สุขุมวิท, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
noble around 33 โนเบิล อราวน์ สุขุมวิท 33	พร้อมพงษ์, สุขุมวิท, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
อาคารพาณิชย์ พัฒนาการ 70 commercial building pattanakarn 70		MRT หัวหมาก
ekkamai 12 townhome ทาวน์โฮม เอกมัย 12	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
artisan rama 9 อาร์ติซาน พระราม 9	พระราม 9, มักกะสัน	MRT พระราม 9, ARL มักกะสัน
somkid place สมคิด เพลส	ชิดลม	BTS ชิดลม
chateau in town ratchada 13/2 ชาโตว์ อินทาวน์ รัชดา 13-2	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
the base urban rama 9 เดอะ เบส เออร์เบิน พระราม 9	พระราม 9, มักกะสัน	MRT พระราม 9, ARL มักกะสัน
plus 67 condominium พลัส 67 คอนโดมิเนียม	พระโขนง	BTS พระโขนง
prime commercial space inthamara 3 phaya thai พื้นที่เช่า อินทามระ 3 พญาไท		BTS พญาไท, BTS สะพานควาย
sukhumvit suite condominium สุขุมวิท สวีท คอนโดมิเนียม	อโศก, นานา, สุขุมวิท	MRT สุขุมวิท, BTS นานา
the aree condominium ดิ อารีย์ คอนโดมิเนียม	อารีย์	BTS อารีย์
the next garden mix the next 4 สุขุมวิท 52	ทองหล่อ, สุขุมวิท, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
happy condo lat phrao 101 แฮปปี้ คอนโด ลาดพร้าว 101	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
the base phetburi–thonglor เดอะ เบส เพชรบุรี–ทองหล่อ	ทองหล่อ, เพชรบุรีตัดใหม่, RCA, โรงพยาบาลกรุงเทพ, มศว ประสานมิตร	BTS ทองหล่อ, MRT เพชรบุรี, ARL มักกะสัน
the hub phahol–ari เดอะ ฮับ พหล–อารีย์	อารีย์	BTS อารีย์, BTS สะพานควาย
chapter one midtown lat phrao 24 แชปเตอร์ วัน มิดทาวน์ ลาดพร้าว 24	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
aree townhouse sukhumvit 26 อารี ทาวน์เฮ้าส์ สุขุมวิท 26	พร้อมพงษ์, สุขุมวิท	BTS พร้อมพงษ์
vizio ramkhamhaeng วิซีโอ รามคำแหง	รามคำแหง	ARL รามคำแหง, MRT รามคำแหง
parklane ekkamai 22 พาร์คเลน เอกมัย 22	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
supalai place 39 ศุภาลัย เพลส 39	พร้อมพงษ์, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
sathorn park place สาธร พาร์ค เพลส	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
townhouse sukhumvit 68 บ้านสุขุมวิท ซอย 68	พระโขนง, สุขุมวิท	BTS พระโขนง
the base rama 9 เดอะ เบส พระราม 9	พระราม 9, มักกะสัน	MRT พระราม 9, ARL มักกะสัน
the niche pride thonglor–petchburi เดอะ นิช ไพรด์ ทองหล่อ–เพชรบุรี	ทองหล่อ, เพชรบุรีตัดใหม่, RCA, โรงพยาบาลกรุงเทพ, มศว ประสานมิตร	BTS ทองหล่อ, MRT เพชรบุรี, ARL มักกะสัน
m thonglor เอ็ม ทองหล่อ	ทองหล่อ, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
the oleander sukhumvit เดอะ โอเลียนเดอร์	อโศก, นานา, สุขุมวิท	MRT สุขุมวิท, BTS นานา
sukhumvit 49 suites สุขุมวิท 49 สวีท	ทองหล่อ, สุขุมวิท, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
อาคารพาณิชย์ ถนนสตรีวิทยา 2 แยก 5 ลาดพร้าว	ลาดพร้าว	MRT ลาดพร้าว
ทาวน์โฮม สุขุมวิท 26 พร้อมพงษ์	พร้อมพงษ์, สุขุมวิท	BTS พร้อมพงษ์
baan klang muang the edition rama 9 – onnut บ้านกลางเมือง ดิ อิดิชั่น พระราม 9 – อ่อนนุช	พระราม 9, อ่อนนุช, มักกะสัน	MRT พระราม 9, ARL มักกะสัน
townhome sukhumvit 99 ทาวน์โฮม สุขุมวิท 99	บางจาก, สุขุมวิท, ปุณณวิถี	BTS บางจาก, BTS ปุณณวิถี
noble reflex ari โนเบิล รีเฟล็กซ์ อารีย์	อารีย์	BTS อารีย์, BTS สะพานควาย
liberty park 2 ลิเบอร์ตี้ พาร์ค 2	นานา	BTS นานา
metro sky prachachuen เมโทร สกาย ประชาชื่น	บางซื่อ	MRT บางซื่อ, MRT เตาปูน
downtown sukhumvit 49 ดาวน์ทาวน์ สุขุมวิท 49	ทองหล่อ, สุขุมวิท, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
blossom condo @ fashion beyond บลอสซัม คอนโด แอท แฟชั่น บียอนด์		MRT สายสีชมพู นพรัตน์ราชธานี
apartment ruamrudee อพาร์ตเมนต์ ร่วมฤดี	เพลินจิต	BTS เพลินจิต
luxury villa ratchada soi 3 บ้านเดี่ยวหรู รัชดา ซอย 3	รัชดา, นานา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
the gentry sukhumvit เดอะ เจนทริ สุขุมวิท 101	แบริ่ง, สุขุมวิท	BTS แบริ่ง
aestiq thonglor เอสทีค ทองหล่อ	ทองหล่อ, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
leo classic place หมู่บ้านลีโอ คลาสสิค เพลส	พร้อมพงษ์, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
verve saimai-phaholyothin เวิร์ฟ สายไหม-พหลโยธิน	พหลโยธิน	MRT พหลโยธิน, BTS ห้าแยกลาดพร้าว
the avenue sukumvit 61 เดอะ อเวนิว สุขุมวิท 61	เอกมัย, สุขุมวิท, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
หมู่บ้านประชากรไทย ทาวน์เฮ้าส์ ลาดพร้าว 93	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
ทาวน์เฮ้าส์ ลาดพร้าว 94 ซอยอินทราภรณ์	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
ทาวน์เฮ้าส์ ลาดพร้าว 63	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
pleno bangna-onnut 2 พลีโน่ บางนา-อ่อนนุช 2	อ่อนนุช, บางนา, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
